Produk,Harga_Produk,Produk_Terjual,Lokasi_Toko,E-Commerce
"[5G Series] TECNO POVA Curve 5G - 8+8GB*/256GB, 5500mAh + Bypass Charging 2.0 , Mediatek D7300 Ultimate 5G, 6,78"" Curved AMOLED Display , 64MP Primary Camera, Android 15 - HiOS 15 - POVACurve",1230000.0,750.0,jakarta barat (kota),tokopedia
Samsung Galaxy A56 5G 8/256 12/256 8 12 128 256 GB Smartphone,6799000.0,25.0,jakarta pusat (kota),tokopedia
iPhone 12 Second 128GB Fullset Bekas Original100% EX-INTER 6.1“OLED-Ori Mulus Like New Smartphone,3999000.0,80.0,jakarta utara (kota),tokopedia
iPhone 13 128GB/256GB Second BH 95%+ ORIGINAL 100% | MULUS NORMAL FULLSET Kondisi Perfect,3250000.0,250.0,jakarta barat (kota),tokopedia
"iPhone 11Pro 64GB Second ORIGINAL100% INTER 5.8""OLED-Ori FULLSET Mulus Like New Smartphone",3250087.0,40.0,jakarta utara (kota),tokopedia
Keanu cell INFINIX NOTE 50 RAM 16 ROM 256 Camera 108 MP,2900000.0,500.0,magelang (kota),tokopedia
[Smartphone] INFINIX HOT 60 PRO PLUS 8GB 256GB Garansi RESMI,2759000.0,12.0,surabaya (kota),tokopedia
HONOR 400 5G RAM 24(12+12)GB+512GB Smartphone Next-Gen AI Imaging | Flagship-level Features | AI Image to Video,6279000.0,7.0,tangerang (kota),tokopedia
Handphone Android Infinix Smart 9 HF,1300000.0,12.0,batam (kota),tokopedia
"[NEW LAUNCH] vivo V60 Lite 5G (8/256) Dimensity 7360-Turbo, 6500 mAh + 90W FlashCharge, 50MP Sony Camera, AI Four-Seasons, SGS 5-Star Drop Resistance",5999000.0,100.0,tangerang (kabupaten),tokopedia
(DCG) Xiaomi Redmi Note 15 5G | NOTE 14 5G 8/256 GB 12/512 GB GARANSI RESMI,17490000.0,50.0,medan (kota),tokopedia
Samsung Galaxy A17 5G [8/256 GB] Garansi Resmi Indonesia,3549000.0,750.0,jakarta barat (kota),tokopedia
MOTOROLA G06 4GB 128GB LAUREL OAK / TAPESTRY / TENDRIL,6220000.0,100.0,jakarta pusat (kota),tokopedia
samsung galaxy z fold 6 256GB bekas - barang mulus,5000000.0,23.0,palembang (kota),tokopedia
"iPhone 11Pro Max 64GB Fullset Second Original100% INTER 6.5""OLED-Ori Mulus Normal Like New Phone",3699000.0,9.0,jakarta utara (kota),tokopedia
iPhone 5s second all operator,520000.0,100.0,cirebon (kabupaten),tokopedia
oppo a12 ram 4/64gb fullset full ori.,250000.0,16.0,bandung barat (kabupaten),tokopedia
Nokia 105 2023 / 2024 Leda / VOX Garansi Resmi,264000.0,10000.0,jakarta pusat (kota),tokopedia
HP Oprekan tanpa opsi pengembang,650000.0,80.0,magelang (kabupaten),tokopedia
"SmartphoneA10s RAM 6/128GB, kamera belakang 13MP + 2MP, dan sidik jari belakang – aman dan cepat, garansi 12bulan",299000.0,7.0,jakarta barat (kota),tokopedia
Nubia Neo 3 5G 256GB [ Ram 8GB ] Black Gold Silver Garansi Resmi Indonesia - HP Gaming  Smartphone,690000.0,100.0,jakarta pusat (kota),tokopedia
HP realme C2 2/32 second likenew,485000.0,500.0,jepara (kabupaten),tokopedia
OPPO A31 ram 6/128GB fullset mulus LIKE NEW,570000.0,8.0,bekasi (kota),tokopedia
Xiaomi Poco C71 4/128GB garansi resmi,1040000.0,23.0,surabaya (kota),tokopedia
[jikalaku] Nokia 105 (2023) NOKIA 105 LEDA,269500.0,2000.0,jakarta pusat (kota),tokopedia
HP Oprekan tanpa opsi pengembang,650000.0,80.0,magelang (kabupaten),tokopedia
Infinix Smart 9 4-128gb new,1200000.0,1.0,bandung (kota),tokopedia
Original Y12S  phone 16G RAM+512GB ROM Cellphone on sale with Fingerprint Recognition Mobile phone,2160000.0,0.0,jakarta utara (kota),tokopedia
